OID_b,FID,COUNT_b,AREA_b,MEAN_b
861,860,159908,159908,0
862,861,159884,159884,0.154910554
863,862,159908,159908,0.065161855
864,863,159887,159887,0.02239309
865,864,159862,159862,0.007597988
866,865,159895,159895,0.020494583
867,866,159907,159907,0
868,867,159896,159896,0
869,868,159895,159895,0
870,869,159906,159906,0
871,870,159886,159886,0
872,871,159860,159860,0
873,872,159896,159896,0
874,873,101071,101071,0
875,874,131451,131451,0
876,875,159873,159873,0.162067866
877,876,159887,159887,0.082673468
878,877,159900,159900,0.047961447
879,878,159898,159898,0
880,879,159903,159903,0
881,880,159911,159911,0
882,881,159904,159904,0
883,882,159887,159887,0.087119961
884,883,159887,159887,0.16443733
885,884,159890,159890,0.197607037
886,885,159887,159887,0.219768876
887,886,159912,159912,0.237016688
888,887,159910,159910,0.195057245
889,888,159886,159886,0.170892404
890,889,159910,159910,0.095547032
891,890,159886,159886,0.193055587
892,891,159862,159862,0.209858778
893,892,159905,159905,0.2092119
894,893,159910,159910,0.165168783
895,894,159887,159887,0.149354862
896,895,159909,159909,0.170855387
897,896,159910,159910,0.138739502
898,897,159865,159865,0.245571051
899,898,159885,159885,0.263340343
900,899,159899,159899,0.094406188
901,900,159891,159891,0.210737582
902,901,159903,159903,0.212561172
903,902,159908,159908,0.120736431
904,903,159899,159899,0.200929976
905,904,159875,159875,0.051385752
906,905,159886,159886,0.004877033
907,906,159895,159895,0.003628034
908,907,159884,159884,0.018637165
909,908,159907,159907,0.011988552
910,909,159908,159908,0.014063199
911,910,159884,159884,0
912,911,159892,159892,0.013897908
913,912,159883,159883,0
914,913,159867,159867,0
915,914,159907,159907,0
916,915,159907,159907,0
917,916,159883,159883,0
918,917,159906,159906,0
919,918,159893,159893,0
920,919,100117,100117,0
921,920,132362,132362,0
922,921,159890,159890,0.109274224
923,922,159912,159912,0.150867596
924,923,159903,159903,0.071500975
925,924,159865,159865,0.221242717
926,925,159890,159890,0.097173288
927,926,159912,159912,0.110357766
928,927,159889,159889,0.104896843
929,928,159912,159912,0.217980118
930,929,159911,159911,0.263665724
931,930,159885,159885,0.194296108
932,931,159889,159889,0.247698217
933,932,159887,159887,0.143935423
934,933,159888,159888,0.1212662
935,934,159904,159904,0.020732141
936,935,159910,159910,0.045218329
937,936,159900,159900,0.222047211
938,937,159897,159897,0.222316926
939,938,159891,159891,0.214625734
940,939,159884,159884,0.181798171
941,940,159875,159875,0.216786042
942,941,159908,159908,0.190124035
943,942,159909,159909,0.118681172
944,943,159885,159885,0.204557094
945,944,159908,159908,0.308969964
946,945,159895,159895,0.060718829
947,946,159861,159861,0.185929927
948,947,159892,159892,0.277804237
949,948,159909,159909,0.317834446
950,949,159885,159885,0.081647995
951,950,159908,159908,0
952,951,159908,159908,0.003403863
953,952,159872,159872,0
954,953,159884,159884,0
955,954,159889,159889,0
956,955,159892,159892,0
957,956,159898,159898,0
958,957,159907,159907,0
959,958,159902,159902,0
960,959,159879,159879,0.000395772
961,960,159882,159882,0
962,961,159887,159887,0
963,962,159881,159881,0
964,963,159907,159907,0
965,964,159906,159906,0
966,965,99193,99193,0
967,966,133281,133281,0
968,967,159902,159902,0.122231634
969,968,159912,159912,0.600734942
970,969,159906,159906,0.817576783
971,970,159895,159895,0.316092967
972,971,159911,159911,0.356224009
973,972,159888,159888,0.22612743
974,973,159863,159863,0.473501468
975,974,159904,159904,0.263090148
976,975,159912,159912,0.182420941
977,976,159887,159887,0.312784175
978,977,159910,159910,0.178685787
979,978,159911,159911,0.18430493
980,979,159869,159869,0.262729437
981,980,159887,159887,0.212177291
982,981,159896,159896,0.210905194
983,982,159887,159887,0.251209383
984,983,159910,159910,0.374299876
985,984,159910,159910,0.231778738
986,985,159886,159886,0.150207647
987,986,159898,159898,0.187386797
988,987,159885,159885,0.174733418
989,988,159873,159873,0.228923593
990,989,159904,159904,0.325195434
991,990,159910,159910,0.296117895
992,991,159897,159897,0.080448995
993,992,159896,159896,0.219683549
994,993,159900,159900,0.218178924
995,994,159881,159881,0.201020934
996,995,159864,159864,0.049210085
997,996,159908,159908,0.001605239
998,997,159907,159907,0.008874144
999,998,159884,159884,0
1000,999,159908,159908,0
1001,1000,159903,159903,0
1002,1001,159857,159857,0
1003,1002,159884,159884,0
1004,1003,159907,159907,0
1005,1004,159882,159882,0
1006,1005,159908,159908,0
1007,1006,159907,159907,0
1008,1007,159880,159880,0
1009,1008,159880,159880,0
1010,1009,159881,159881,0
1011,1010,159894,159894,0
1012,1011,98296,98296,0
1013,1012,134234,134234,0
1014,1013,159890,159890,0.115218759
1015,1014,159889,159889,0.575614493
1016,1015,159882,159882,0.322088659
1017,1016,159912,159912,0.005672972
1018,1017,159911,159911,0
1019,1018,159889,159889,0
1020,1019,159911,159911,0.014353885
1021,1020,159896,159896,0.058190801
1022,1021,159870,159870,0.053789249
1023,1022,159889,159889,0.171352371
1024,1023,159910,159910,0.166058903
1025,1024,159901,159901,0.214770045
1026,1025,159897,159897,0.461235501
1027,1026,159911,159911,0.33465516
1028,1027,159898,159898,0.11086933
1029,1028,159864,159864,0.223969987
1030,1029,159888,159888,0.185640003
1031,1030,159909,159909,0.216511288
1032,1031,159886,159886,0.167529155
1033,1032,159910,159910,0.079865348
1034,1033,159909,159909,0.125391546
1035,1034,159880,159880,0.274647367
1036,1035,159884,159884,0.163621023
1037,1036,159885,159885,0.178729211
1038,1037,159882,159882,0.054139223
1039,1038,159908,159908,0.247836374
1040,1039,159909,159909,0.168781024
1041,1040,159885,159885,0.399489626
1042,1041,159906,159906,0.174305442
1043,1042,159884,159884,0
1044,1043,159865,159865,0
1045,1044,159898,159898,0
1046,1045,159906,159906,0
1047,1046,159898,159898,0
1048,1047,159893,159893,0
1049,1048,159908,159908,0.030710388
1050,1049,159881,159881,0.23347543
1051,1050,159858,159858,0
1052,1051,159901,159901,0
1053,1052,159907,159907,0
1054,1053,159883,159883,0
1055,1054,159905,159905,0
1056,1055,159907,159907,0
1057,1056,159858,159858,0
1058,1057,97369,97369,0
1059,1058,135149,135149,0
1060,1059,159912,159912,0.009975713
1061,1060,159912,159912,0.093653472
1062,1061,159872,159872,0
1063,1062,159888,159888,0.000328737
1064,1063,159896,159896,0
1065,1064,159889,159889,0
1066,1065,159911,159911,4.25E-05
1067,1066,159911,159911,0.000293036
1068,1067,159887,159887,0
1069,1068,159902,159902,0.000318527
1070,1069,159888,159888,0.128412369
1071,1070,159864,159864,0.679572764
1072,1071,159910,159910,0.771546144
1073,1072,159909,159909,0.481642447
1074,1073,159887,159887,0.112472471
1075,1074,159910,159910,0.142136969
1076,1075,159908,159908,0.739715181
1077,1076,159866,159866,0.198776047
1078,1077,159881,159881,0.157592597
1079,1078,159905,159905,0.098346422
1080,1079,159897,159897,0.148143274
1081,1080,159897,159897,0.194183265
1082,1081,159910,159910,0.175695368
1083,1082,159905,159905,0.152763908
1084,1083,159867,159867,0.108857493
1085,1084,159885,159885,0.05371949
1086,1085,159902,159902,0.108452924
1087,1086,159884,159884,0.158543119
1088,1087,159908,159908,0.084883352
1089,1088,159908,159908,0.004650129
1090,1089,159883,159883,0
1091,1090,159888,159888,0
1092,1091,159884,159884,0
1093,1092,159872,159872,0
1094,1093,159908,159908,0
1095,1094,159906,159906,0.034420421
1096,1095,159882,159882,0.086805354
1097,1096,159908,159908,0
1098,1097,159887,159887,0
1099,1098,159865,159865,0
1100,1099,159888,159888,0
1101,1100,159907,159907,0
1102,1101,159899,159899,0
1103,1102,159888,159888,0
1104,1103,96437,96437,0
1105,1104,136059,136059,0
1106,1105,159912,159912,0.008272618
1107,1106,159892,159892,0
1108,1107,159909,159909,0
1109,1108,159911,159911,0
1110,1109,159890,159890,0
1111,1110,159878,159878,0
1112,1111,159889,159889,6.92E-05
1113,1112,159902,159902,4.38E-05
1114,1113,159895,159895,5.49E-05
1115,1114,159911,159911,0
1116,1115,159909,159909,0.017857183
1117,1116,159888,159888,0.299203006
1118,1117,159887,159887,0.3770523
1119,1118,159887,159887,0.848619935
1120,1119,159879,159879,0.829391574
1121,1120,159910,159910,0.303463639
1122,1121,159908,159908,0.066168304
1123,1122,159887,159887,0.195453701
1124,1123,159909,159909,0.209306765
1125,1124,159889,159889,0.157544537
1126,1125,159862,159862,0.176195563
1127,1126,159897,159897,0.146542259
1128,1127,159909,159909,0.151976312
1129,1128,159884,159884,0.065910414
1130,1129,159908,159908,0.040073002
1131,1130,159908,159908,0
1132,1131,159871,159871,0.006515884
1133,1132,159880,159880,0.004005389
1134,1133,159894,159894,0.002747833
1135,1134,159896,159896,0
1136,1135,159896,159896,0
1137,1136,159907,159907,0.047827739
1138,1137,159903,159903,0.164459784
1139,1138,159873,159873,0.480511687
1140,1139,159883,159883,0.439052185
1141,1140,159891,159891,0.490471967
1142,1141,159883,159883,0.215146973
1143,1142,159906,159906,0
1144,1143,159907,159907,0
1145,1144,159883,159883,0
1146,1145,159892,159892,0
1147,1146,159882,159882,0
1148,1147,159865,159865,0
1149,1148,159907,159907,0
1150,1149,95526,95526,0
1151,1150,137018,137018,0
1152,1151,159889,159889,0.055339308
1153,1152,159864,159864,0.06548621
1154,1153,159911,159911,0.007440463
1155,1154,159912,159912,0
1156,1155,159888,159888,0
1157,1156,159910,159910,0.06695149
1158,1157,159911,159911,0.119520653
1159,1158,159864,159864,0.085379091
1160,1159,159889,159889,0.031812072
1161,1160,159902,159902,0
1162,1161,159886,159886,0
1163,1162,159911,159911,0.003117575
1164,1163,159910,159910,0.042414655
1165,1164,159890,159890,0
1166,1165,159887,159887,0
1167,1166,159887,159887,0.03573458
1168,1167,159883,159883,0.011992773
1169,1168,159898,159898,0.15541876
1170,1169,159909,159909,0.17525189
1171,1170,159905,159905,0.18610223
1172,1171,159889,159889,0.212296183
1173,1172,159897,159897,0.135399399
1174,1173,159885,159885,0.152263311
1175,1174,159865,159865,0.007860788
1176,1175,159908,159908,0
1177,1176,159908,159908,0
1178,1177,159884,159884,0
1179,1178,159908,159908,0
1180,1179,159898,159898,0
1181,1180,159859,159859,0
1182,1181,159888,159888,0.008506872
1183,1182,159908,159908,0.123688792
1184,1183,159881,159881,0.135650377
1185,1184,159908,159908,0.080755355
1186,1185,159907,159907,0.008892133
1187,1186,159879,159879,0.060801057
1188,1187,159877,159877,0.025247062
1189,1188,159886,159886,0
1190,1189,159895,159895,0
1191,1190,159893,159893,0
1192,1191,159906,159906,0
1193,1192,159904,159904,0
1194,1193,159874,159874,0
1195,1194,159881,159881,0
1196,1195,94597,94597,0
1197,1196,137939,137939,0
1198,1197,159900,159900,0.077286436
1199,1198,159900,159900,0.188581768
1200,1199,159890,159890,0.005735827
1201,1200,159881,159881,0.030935345
1202,1201,159885,159885,0.007658079
1203,1202,159912,159912,0.059582019
1204,1203,159911,159911,0.212340357
1205,1204,159887,159887,0.243267535
1206,1205,159911,159911,0.099214716
1207,1206,159896,159896,0.028767136
1208,1207,159863,159863,0.013527057
1209,1208,159893,159893,0
1210,1209,159911,159911,0.000480063
1211,1210,159886,159886,0
1212,1211,159911,159911,0.005088687
1213,1212,159910,159910,0
1214,1213,159877,159877,0.396275767
1215,1214,159884,159884,0.130651035
1216,1215,159889,159889,0.439426401
1217,1216,159884,159884,0.203196691
1218,1217,159910,159910,0.235112296
1219,1218,159908,159908,0.141989942
1220,1219,159887,159887,0.021382964
1221,1220,159900,159900,0.000448312
1222,1221,159884,159884,0
1223,1222,159869,159869,0
1224,1223,159898,159898,0
1225,1224,159908,159908,0
1226,1225,159902,159902,0.035480056
1227,1226,159890,159890,0.083967895
1228,1227,159904,159904,0.469419458
1229,1228,159883,159883,0.418320575
1230,1229,159859,159859,0.160523143
1231,1230,159905,159905,0.003933315
1232,1231,159906,159906,0.001505966
1233,1232,159882,159882,0
1234,1233,159907,159907,0.013621704
1235,1234,159904,159904,0
1236,1235,159856,159856,0
1237,1236,159881,159881,0
1238,1237,159905,159905,0
1239,1238,159881,159881,0
1240,1239,159907,159907,0
1241,1240,159905,159905,0
1242,1241,93631,93631,0
1243,1242,138848,138848,0
1244,1243,159889,159889,0.08416684
1245,1244,159912,159912,0.060026124
1246,1245,159911,159911,0.09155286
1247,1246,159889,159889,0.135091268
1248,1247,159897,159897,0.129066881
1249,1248,159888,159888,0.109327148
1250,1249,159868,159868,0.248576699
1251,1250,159912,159912,0.12065004
1252,1251,159910,159910,0.191982345
1253,1252,159892,159892,0.159092415
1254,1253,159905,159905,0.042186141
1255,1254,159902,159902,0
1256,1255,159875,159875,0.459465626
1257,1256,159873,159873,6.97E-05
1258,1257,159909,159909,0
1259,1258,159904,159904,0.276399097
1260,1259,159891,159891,0.479248237
1261,1260,159910,159910,0.602916409
1262,1261,159906,159906,0.077511771
1263,1262,159861,159861,0.188205332
1264,1263,159884,159884,0.005213559
1265,1264,159904,159904,0.03196499
1266,1265,159884,159884,0.049860956
1267,1266,159910,159910,0.000552007
1268,1267,159908,159908,0
1269,1268,159884,159884,7.70E-05
1270,1269,159884,159884,0.029199307
1271,1270,159882,159882,0.074552233
1272,1271,159875,159875,0.151011864
1273,1272,159907,159907,0.026051562
1274,1273,159907,159907,0.232621859
1275,1274,159883,159883,0.2109228
1276,1275,159906,159906,0.022191313
1277,1276,159884,159884,0
1278,1277,159869,159869,1.63E-05
1279,1278,159889,159889,0
1280,1279,159906,159906,0
1281,1280,159900,159900,0
1282,1281,159889,159889,0
1283,1282,159906,159906,0
1284,1283,159884,159884,0
1285,1284,159856,159856,0
1286,1285,159899,159899,0
1287,1286,159905,159905,0
1288,1287,92722,92722,0
1289,1288,139799,139799,0
1290,1289,159868,159868,0.032120996
1291,1290,159893,159893,0.176880145
1292,1291,159911,159911,0.289262347
1293,1292,159888,159888,0.147004783
1294,1293,159910,159910,0.193070492
1295,1294,159911,159911,0.054264032
1296,1295,159882,159882,0.281318715
1297,1296,159886,159886,0.173319253
1298,1297,159888,159888,0.33135589
1299,1298,159884,159884,0.135610269
1300,1299,159909,159909,0.264579251
1301,1300,159911,159911,0.145394219
1302,1301,159885,159885,0.01359815
1303,1302,159910,159910,0.000123166
1304,1303,159886,159886,0.061099715
1305,1304,159861,159861,0.427007353
1306,1305,159902,159902,0.572321867
1307,1306,159908,159908,0.915128219
1308,1307,159887,159887,0.7736829
1309,1308,159907,159907,0.047373613
1310,1309,159909,159909,0.259962298
1311,1310,159873,159873,0.1412509
1312,1311,159876,159876,0.178119409
1313,1312,159897,159897,0.120578519
1314,1313,159900,159900,0.814893601
1315,1314,159892,159892,0.349791227
1316,1315,159908,159908,0.31005913
1317,1316,159906,159906,0.045713711
1318,1317,159867,159867,0.140113751
1319,1318,159884,159884,0.108574324
1320,1319,159895,159895,0.091257631
1321,1320,159883,159883,0.071983806
1322,1321,159908,159908,0.000339201
1323,1322,159906,159906,0
1324,1323,159881,159881,0
1325,1324,159890,159890,0
1326,1325,159883,159883,0
1327,1326,159868,159868,0
1328,1327,159907,159907,0
1329,1328,159906,159906,0
1330,1329,159883,159883,0
1331,1330,159904,159904,0
1332,1331,159888,159888,0
1333,1332,159867,159867,0
1334,1333,91815,91815,0
1335,1334,140723,140723,0
1336,1335,159912,159912,0.002098764
1337,1336,159907,159907,0.249245981
1338,1337,159866,159866,0.260590423
1339,1338,159885,159885,0.366422935
1340,1339,159908,159908,0.275734498
1341,1340,159895,159895,0.348053298
1342,1341,159902,159902,0.667327154
1343,1342,159911,159911,0.615987138
1344,1343,159900,159900,1.121349695
1345,1344,159875,159875,1.465523547
1346,1345,159887,159887,0.623550106
1347,1346,159895,159895,0.470655844
1348,1347,159892,159892,0.450504171
1349,1348,159908,159908,1.415438434
1350,1349,159910,159910,1.753088155
1351,1350,159886,159886,3.104240613
1352,1351,159891,159891,6.261486216
1353,1352,159886,159886,3.387025803
1354,1353,159871,159871,0.924174915
1355,1354,159908,159908,0.498451294
1356,1355,159908,159908,0.714793015
1357,1356,159884,159884,0.1564428
1358,1357,159908,159908,0.114422891
1359,1358,159895,159895,0.301850774
1360,1359,159859,159859,0.337286908
1361,1360,159891,159891,0.324031537
1362,1361,159907,159907,0.083473908
1363,1362,159884,159884,0.520306395
1364,1363,159907,159907,2.540968318
1365,1364,159908,159908,0.121413495
1366,1365,159878,159878,0.111502276
1367,1366,159873,159873,0.08701499
1368,1367,159888,159888,0.073748255
1369,1368,159898,159898,0.026468071
1370,1369,159892,159892,0.004108007
1371,1370,159906,159906,0.012830696
1372,1371,159906,159906,0.021005438
1373,1372,159870,159870,0
1374,1373,159881,159881,0
1375,1374,159888,159888,0
1376,1375,159881,159881,0
1377,1376,159906,159906,0
1378,1377,159905,159905,0
1379,1378,159881,159881,0
1380,1379,90873,90873,0
1381,1380,141636,141636,0
1382,1381,159911,159911,0.075454934
1383,1382,159912,159912,0.235642132
1384,1383,159889,159889,0.21619704
1385,1384,159910,159910,0.194647369
1386,1385,159892,159892,0.277423231
1387,1386,159863,159863,0.298912594
1388,1387,159898,159898,0.354647611
1389,1388,159911,159911,0.353532325
1390,1389,159886,159886,0.464155807
1391,1390,159912,159912,0.352300387
1392,1391,159909,159909,0.510102687
1393,1392,159873,159873,0.235763252
1394,1393,159885,159885,0.166473673
1395,1394,159893,159893,0.589283427
1396,1395,159888,159888,1.745087722
1397,1396,159906,159906,4.335361987
1398,1397,159910,159910,5.948754232
1399,1398,159893,159893,3.517323898
1400,1399,159891,159891,1.047262919
1401,1400,159884,159884,1.308998844
1402,1401,159878,159878,0.537600819
1403,1402,159894,159894,0.189605217
1404,1403,159908,159908,0.120248157
1405,1404,159906,159906,0.098362143
1406,1405,159886,159886,0.469362904
1407,1406,159900,159900,0.236178176
1408,1407,159884,159884,0.015707795
1409,1408,159860,159860,0.081350392
1410,1409,159906,159906,0.261678217
1411,1410,159907,159907,0.24316532
1412,1411,159884,159884,0.02056302
1413,1412,159907,159907,0.168580772
1414,1413,159901,159901,0.116634655
1415,1414,159859,159859,0.055956244
1416,1415,159882,159882,4.15E-05
1417,1416,159906,159906,0.006457012
1418,1417,159881,159881,0.017462495
1419,1418,159906,159906,0
1420,1419,159907,159907,0
1421,1420,159881,159881,0
1422,1421,159874,159874,0
1423,1422,159883,159883,0
1424,1423,159897,159897,0
1425,1424,159889,159889,0
1426,1425,89964,89964,0
1427,1426,142584,142584,0.014959708
1428,1427,159888,159888,0.115862682
1429,1428,159886,159886,0.133376385
1430,1429,159901,159901,0.132999488
1431,1430,159911,159911,0.113225333
1432,1431,159901,159901,0.241721698
1433,1432,159896,159896,0.58937635
1434,1433,159900,159900,0.250795429
1435,1434,159882,159882,0.20206347
1436,1435,159870,159870,0.265255092
1437,1436,159908,159908,0.228756201
1438,1437,159911,159911,0.387645856
1439,1438,159885,159885,0.206073878
1440,1439,159910,159910,0.046224574
1441,1440,159903,159903,0.420746793
1442,1441,159860,159860,0.341993
1443,1442,159885,159885,0.533932701
1444,1443,159909,159909,1.605243562
1445,1444,159884,159884,3.003304561
1446,1445,159908,159908,0.342779972
1447,1446,159909,159909,1.002643151
1448,1447,159882,159882,0.92088007
1449,1448,159884,159884,1.080866482
1450,1449,159884,159884,0.428305739
1451,1450,159880,159880,0.310768121
1452,1451,159908,159908,0.212122127
1453,1452,159907,159907,0.36113858
1454,1453,159889,159889,0.416289133
1455,1454,159900,159900,0.309400603
1456,1455,159884,159884,0.37596734
1457,1456,159870,159870,0.292346643
1458,1457,159890,159890,0.253861808
1459,1458,159906,159906,0.781585569
1460,1459,159902,159902,1.250160014
1461,1460,159886,159886,0.040352511
1462,1461,159905,159905,0.017076771
1463,1462,159882,159882,0.011130631
1464,1463,159856,159856,0.001911744
1465,1464,159902,159902,0
1466,1465,159905,159905,0
1467,1466,159882,159882,0
1468,1467,159906,159906,0
1469,1468,159902,159902,0
1470,1469,159855,159855,0
1471,1470,159880,159880,0
1472,1471,89053,89053,0
1473,1472,143516,143516,0
1474,1473,159911,159911,0.092002218
1475,1474,159877,159877,0.21068774
1476,1475,159888,159888,0.087889015
1477,1476,159888,159888,0.003944983
1478,1477,159889,159889,0.107794309
1479,1478,159910,159910,0.285835727
1480,1479,159909,159909,0.325132703
1481,1480,159889,159889,0.288661442
1482,1481,159904,159904,0.300852401
1483,1482,159888,159888,0.353799207
1484,1483,159864,159864,0.295854248
1485,1484,159903,159903,0.24987114
1486,1485,159909,159909,0.137281511
1487,1486,159894,159894,0.214923142
1488,1487,159900,159900,0.228107406
1489,1488,159910,159910,0.357924805
1490,1489,159876,159876,0.566782822
1491,1490,159870,159870,0.321825555
1492,1491,159900,159900,0.085402804
1493,1492,159906,159906,0.437656451
1494,1493,159886,159886,0.109485813
1495,1494,159908,159908,0.347546578
1496,1495,159908,159908,0.548831167
1497,1496,159863,159863,0.170639991
1498,1497,159884,159884,0.263210633
1499,1498,159897,159897,0.658791111
1500,1499,159883,159883,0.236627979
1501,1500,159908,159908,0.26062009
1502,1501,159906,159906,0.275549143
1503,1502,159883,159883,0.231055499
1504,1503,159887,159887,0.250249574
1505,1504,159882,159882,0.807661415
1506,1505,159871,159871,0.551291445
1507,1506,159907,159907,0.111411953
1508,1507,159906,159906,0.016035906
1509,1508,159885,159885,0.021571851
1510,1509,159902,159902,0.102047709
1511,1510,159886,159886,0
1512,1511,159868,159868,0
1513,1512,159884,159884,0
1514,1513,159905,159905,0
1515,1514,159902,159902,0
1516,1515,159885,159885,0
1517,1516,159905,159905,0
1518,1517,88090,88090,0
1519,1518,144428,144428,0
1520,1519,159908,159908,0.084148437
1521,1520,159892,159892,0.267162247
1522,1521,159908,159908,0.133144077
1523,1522,159910,159910,0
1524,1523,159865,159865,0.162115624
1525,1524,159886,159886,0.33678502
1526,1525,159904,159904,0.352296723
1527,1526,159885,159885,0.358351679
1528,1527,159912,159912,0.426596177
1529,1528,159909,159909,0.3796456
1530,1529,159887,159887,0.37524845
1531,1530,159889,159889,0.72267984
1532,1531,159885,159885,0.37733927
1533,1532,159874,159874,0.246429321
1534,1533,159908,159908,0.218103879
1535,1534,159909,159909,0.279905153
1536,1535,159885,159885,0.482308614
1537,1536,159908,159908,3.154794592
1538,1537,159892,159892,0.771380758
1539,1538,159860,159860,0.165941929
1540,1539,159893,159893,0.26379977
1541,1540,159908,159908,0.225170837
1542,1541,159888,159888,0.067085094
1543,1542,159903,159903,0.127419994
1544,1543,159907,159907,0.050394139
1545,1544,159880,159880,0.352120205
1546,1545,159872,159872,0.364558533
1547,1546,159890,159890,0.284171114
1548,1547,159902,159902,0.20799046
1549,1548,159888,159888,0.224221068
1550,1549,159906,159906,0.212747926
1551,1550,159907,159907,0.043807834
1552,1551,159869,159869,0.0839649
1553,1552,159881,159881,0.047229465
1554,1553,159890,159890,0.049870654
1555,1554,159882,159882,0.223518578
1556,1555,159906,159906,0.141610945
1557,1556,159906,159906,0
1558,1557,159880,159880,0
1559,1558,159889,159889,0
1560,1559,159882,159882,0
1561,1560,159866,159866,0
1562,1561,159904,159904,0
1563,1562,159906,159906,0
1564,1563,87170,87170,0
1565,1564,145373,145373,0
1566,1565,159865,159865,0.111612977
1567,1566,159903,159903,0.268574323
1568,1567,159910,159910,0.183540604
1569,1568,159888,159888,0.000371687
1570,1569,159908,159908,0.075374509
1571,1570,159909,159909,0.321945371
1572,1571,159877,159877,0.294268844
1573,1572,159880,159880,0.313350807
1574,1573,159895,159895,0.328645937
1575,1574,159896,159896,0.405856738
1576,1575,159898,159898,0.931070307
1577,1576,159910,159910,0.52611166
1578,1577,159902,159902,0.368240311
1579,1578,159880,159880,0.354100513
1580,1579,159885,159885,0.209308055
1581,1580,159888,159888,0.30627509
1582,1581,159886,159886,0.389344602
1583,1582,159908,159908,0.278633244
1584,1583,159909,159909,0.708988255
1585,1584,159884,159884,0.010297888
1586,1585,159899,159899,0.999636165
1587,1586,159883,159883,0.367434478
1588,1587,159861,159861,0.362423673
1589,1588,159908,159908,0.197867834
1590,1589,159908,159908,0.235360039
1591,1590,159883,159883,0.153453882
1592,1591,159906,159906,0.311592641
