OID_b,FID,COUNT_b,AREA_b,MEAN_b
1593,1592,159900,159900,0.356099601
1594,1593,159856,159856,0.226761244
1595,1594,159885,159885,0.194432556
1596,1595,159907,159907,0.210339691
1597,1596,159883,159883,0.219871797
1598,1597,159905,159905,0.187840267
1599,1598,159906,159906,0.210039172
1600,1599,159882,159882,0.088545447
1601,1600,159871,159871,0.07116184
1602,1601,159885,159885,0.023851646
1603,1602,159898,159898,0
1604,1603,159889,159889,0
1605,1604,159906,159906,0
1606,1605,159905,159905,0
1607,1606,159869,159869,0
1608,1607,159881,159881,0
1609,1608,159885,159885,0
1610,1609,86248,86248,0
1611,1610,146308,146308,0
1612,1611,159889,159889,0.101192595
1613,1612,159895,159895,0.22380989
1614,1613,159889,159889,0.177165536
1615,1614,159871,159871,0.000152861
1616,1615,159910,159910,0.065217583
1617,1616,159912,159912,0.336475064
1618,1617,159884,159884,0.333042995
1619,1618,159910,159910,0.281826365
1620,1619,159901,159901,0.149649478
1621,1620,159864,159864,0.328361638
1622,1621,159885,159885,0.346476798
1623,1622,159908,159908,0.632675898
1624,1623,159887,159887,0.300207205
1625,1624,159908,159908,0.319880394
1626,1625,159909,159909,0.35599735
1627,1626,159878,159878,0.239821855
1628,1627,159885,159885,0.424038787
1629,1628,159884,159884,0.236746304
1630,1629,159887,159887,0.47022369
1631,1630,159903,159903,0.158259083
1632,1631,159908,159908,0.249831938
1633,1632,159895,159895,0.259579564
1634,1633,159893,159893,0.193807344
1635,1634,159884,159884,0.167036927
1636,1635,159875,159875,0.183864366
1637,1636,159886,159886,0.455698914
1638,1637,159908,159908,0.181758258
1639,1638,159906,159906,0.232758491
1640,1639,159883,159883,0.403712704
1641,1640,159904,159904,0.142367948
1642,1641,159882,159882,0.213699247
1643,1642,159857,159857,0.243409112
1644,1643,159903,159903,0.252367644
1645,1644,159906,159906,0.131704533
1646,1645,159882,159882,0.055013674
1647,1646,159906,159906,0.026105232
1648,1647,159903,159903,0
1649,1648,159854,159854,0
1650,1649,159881,159881,0
1651,1650,159905,159905,0
1652,1651,159881,159881,0
1653,1652,159905,159905,0
1654,1653,159904,159904,0
1655,1654,159883,159883,0
1656,1655,85306,85306,0
1657,1656,147199,147199,0
1658,1657,159905,159905,0.091756276
1659,1658,159908,159908,0.22955366
1660,1659,159895,159895,0.166639888
1661,1660,159895,159895,0.130258364
1662,1661,159884,159884,0.206039115
1663,1662,159878,159878,0.247910997
1664,1663,159894,159894,0.245552932
1665,1664,159912,159912,0.27582525
1666,1665,159903,159903,0.157435859
1667,1666,159889,159889,0.162673767
1668,1667,159910,159910,0.138547203
1669,1668,159886,159886,0.232259156
1670,1669,159859,159859,0.254543238
1671,1670,159903,159903,0.265579514
1672,1671,159910,159910,0.301752658
1673,1672,159884,159884,0.304597449
1674,1673,159909,159909,0.3317434
1675,1674,159908,159908,0.316981429
1676,1675,159861,159861,0.442081415
1677,1676,159884,159884,0.058343482
1678,1677,159899,159899,0.166359766
1679,1678,159884,159884,0.326756841
1680,1679,159908,159908,0.310978591
1681,1680,159906,159906,0.558850196
1682,1681,159884,159884,0.382801741
1683,1682,159886,159886,0.678157291
1684,1683,159883,159883,0.139824833
1685,1684,159874,159874,0.199779378
1686,1685,159906,159906,0.342193599
1687,1686,159906,159906,0.159212901
1688,1687,159889,159889,0.169004969
1689,1688,159899,159899,0.232839561
1690,1689,159885,159885,0.212037274
1691,1690,159870,159870,0.004686294
1692,1691,159883,159883,0.00798392
1693,1692,159906,159906,0.006999558
1694,1693,159903,159903,0.003762572
1695,1694,159882,159882,0
1696,1695,159905,159905,0
1697,1696,159882,159882,0
1698,1697,159853,159853,0
1699,1698,159899,159899,0
1700,1699,159905,159905,0
1701,1700,159880,159880,0
1702,1701,84399,84399,0
1703,1702,148152,148152,0.005894546
1704,1703,159889,159889,0.101854021
1705,1704,159905,159905,0.220267194
1706,1705,159889,159889,0.254699347
1707,1706,159912,159912,0.227406237
1708,1707,159910,159910,0.712601695
1709,1708,159887,159887,0.223599461
1710,1709,159886,159886,0.498125008
1711,1710,159884,159884,0.275277329
1712,1711,159876,159876,0.255436356
1713,1712,159910,159910,0.253640482
1714,1713,159909,159909,0.141017478
1715,1714,159886,159886,0.204751388
1716,1715,159908,159908,0.178065388
1717,1716,159891,159891,0.13914442
1718,1717,159865,159865,0.156480844
1719,1718,159889,159889,0.098346478
1720,1719,159909,159909,0.131845389
1721,1720,159895,159895,0.057715481
1722,1721,159897,159897,0.381000106
1723,1722,159907,159907,0.056253477
1724,1723,159885,159885,0.11545945
1725,1724,159864,159864,0.326066177
1726,1725,159893,159893,0.282347364
1727,1726,159907,159907,0.406161498
1728,1727,159883,159883,0.504542425
1729,1728,159907,159907,0.436466921
1730,1729,159906,159906,0.085654082
1731,1730,159866,159866,0.17831184
1732,1731,159882,159882,0.331979704
1733,1732,159892,159892,0.198190847
1734,1733,159882,159882,0.231878823
1735,1734,159906,159906,0.107977344
1736,1735,159906,159906,0.151255287
1737,1736,159882,159882,0.011942229
1738,1737,159889,159889,0.179714865
1739,1738,159880,159880,0.173303162
1740,1739,159867,159867,0.13589295
1741,1740,159906,159906,0
1742,1741,159905,159905,0.001495466
1743,1742,159886,159886,0.000464846
1744,1743,159900,159900,0
1745,1744,159886,159886,0
1746,1745,159868,159868,0
1747,1746,159880,159880,0
1748,1747,83489,83489,0
1749,1748,149098,149098,0.076275448
1750,1749,159912,159912,0.225790724
1751,1750,159885,159885,0.214826613
1752,1751,159869,159869,0.265815371
1753,1752,159897,159897,0.180155777
1754,1753,159906,159906,0.219701197
1755,1754,159886,159886,0.259367236
1756,1755,159911,159911,0.329677215
1757,1756,159910,159910,0.248743405
1758,1757,159875,159875,0.242511322
1759,1758,159884,159884,0.253037688
1760,1759,159890,159890,0.195025779
1761,1760,159884,159884,0.222663817
1762,1761,159911,159911,0.158381731
1763,1762,159909,159909,0.837739013
1764,1763,159884,159884,0.024862998
1765,1764,159897,159897,0.009156335
1766,1765,159884,159884,0.110812702
1767,1766,159863,159863,0.372206573
1768,1767,159907,159907,0.731123934
1769,1768,159908,159908,0.256633596
1770,1769,159884,159884,0.344483393
1771,1770,159907,159907,0.314189973
1772,1771,159897,159897,0.23272826
1773,1772,159858,159858,0.201799768
1774,1773,159886,159886,0.794675299
1775,1774,159907,159907,0.41841372
1776,1775,159887,159887,0.248475733
1777,1776,159901,159901,0.132090334
1778,1777,159907,159907,0.215336912
1779,1778,159883,159883,0.209013288
1780,1779,159868,159868,0.078829087
1781,1780,159885,159885,0.010182393
1782,1781,159901,159901,0.053812271
1783,1782,159886,159886,0.042007272
1784,1783,159906,159906,0.225736837
1785,1784,159905,159905,0.23014012
1786,1785,159869,159869,0.141057509
1787,1786,159882,159882,0
1788,1787,159885,159885,0.067563522
1789,1788,159880,159880,0.109867055
1790,1789,159904,159904,0
1791,1790,159904,159904,0.002818232
1792,1791,159880,159880,0
1793,1792,159889,159889,0.00020064
1794,1793,82540,82540,0
1795,1794,150008,150008,0.10732793
1796,1795,159910,159910,0.221648205
1797,1796,159886,159886,0.308231112
1798,1797,159910,159910,0.17928285
1799,1798,159902,159902,0.150309899
1800,1799,159862,159862,0.252199631
1801,1800,159889,159889,0.233632904
1802,1801,159911,159911,0.4091387
1803,1802,159887,159887,0.227621862
1804,1803,159905,159905,0.254602046
1805,1804,159910,159910,0.179580348
1806,1805,159885,159885,0.221366829
1807,1806,159876,159876,0.208123653
1808,1807,159885,159885,0.149571805
1809,1808,159896,159896,0.001914325
1810,1809,159896,159896,0
1811,1810,159908,159908,0
1812,1811,159902,159902,0.61291426
1813,1812,159886,159886,0.415904993
1814,1813,159883,159883,0.328803224
1815,1814,159883,159883,0.215446239
1816,1815,159880,159880,0.30524521
1817,1816,159908,159908,0.336411989
1818,1817,159907,159907,0.567118291
1819,1818,159883,159883,0.255820276
1820,1819,159903,159903,0.646430548
1821,1820,159882,159882,0.333918296
1822,1821,159858,159858,0.239781453
1823,1822,159904,159904,0.158866487
1824,1823,159906,159906,0.217507311
1825,1824,159882,159882,0.219628995
1826,1825,159907,159907,0.180301376
1827,1826,159902,159902,0.020483006
1828,1827,159855,159855,0.007711719
1829,1828,159881,159881,0.131557184
1830,1829,159904,159904,0.242756689
1831,1830,159884,159884,0.252702878
1832,1831,159902,159902,0.386582621
1833,1832,159905,159905,0.031718818
1834,1833,159884,159884,0
1835,1834,159871,159871,0.018815235
1836,1835,159882,159882,0.008776301
1837,1836,159897,159897,0.013823439
1838,1837,159888,159888,0.017182407
1839,1838,159905,159905,0.029094448
1840,1839,81614,81614,0.006829933
1841,1840,150948,150948,0
1842,1841,159887,159887,0.069518462
1843,1842,159888,159888,0.257852349
1844,1843,159909,159909,0.20346438
1845,1844,159910,159910,0.215896268
1846,1845,159884,159884,0.20950395
1847,1846,159905,159905,0.223145946
1848,1847,159887,159887,0.248956004
1849,1848,159859,159859,0.167804153
1850,1849,159903,159903,0.174635999
1851,1850,159910,159910,0.03953904
1852,1851,159884,159884,0.279365255
1853,1852,159910,159910,0.307025833
1854,1853,159908,159908,0.053534152
1855,1854,159860,159860,0
1856,1855,159884,159884,0.005206311
1857,1856,159900,159900,0.041774321
1858,1857,159884,159884,0.178582373
1859,1858,159908,159908,0.310461635
1860,1859,159907,159907,0.28852106
1861,1860,159884,159884,0.225726746
1862,1861,159885,159885,0.26404399
1863,1862,159883,159883,0.337420512
1864,1863,159878,159878,0.237188172
1865,1864,159902,159902,0.334233828
1866,1865,159907,159907,0.503973944
1867,1866,159894,159894,0.94535577
1868,1867,159894,159894,0.206069073
1869,1868,159884,159884,0.130301822
1870,1869,159876,159876,0.261409798
1871,1870,159879,159879,0.294980964
1872,1871,159905,159905,0.228123097
1873,1872,159906,159906,0.302700066
1874,1873,159880,159880,0.006422776
1875,1874,159906,159906,0.112081545
1876,1875,159882,159882,0.217687831
1877,1876,159854,159854,0.236560317
1878,1877,159900,159900,0.232543165
1879,1878,159905,159905,0.061960004
1880,1879,159879,159879,0
1881,1880,159905,159905,0.185947216
1882,1881,159902,159902,0.363822933
1883,1882,159854,159854,0.188025701
1884,1883,159879,159879,0.021242975
1885,1884,159903,159903,0
1886,1885,80704,80704,0
1887,1886,151892,151892,0
1888,1887,159887,159887,0.06393539
1889,1888,159885,159885,0.271938522
1890,1889,159885,159885,0.198829869
1891,1890,159886,159886,0.213383233
1892,1891,159904,159904,0.190726564
1893,1892,159910,159910,0.240933162
1894,1893,159899,159899,0.242703521
1895,1894,159898,159898,0.201410739
1896,1895,159890,159890,0.292956782
1897,1896,159878,159878,0.92255873
1898,1897,159884,159884,0.250641399
1899,1898,159908,159908,0.320013611
1900,1899,159904,159904,0.302297527
1901,1900,159888,159888,0.063601427
1902,1901,159908,159908,0.210234207
1903,1902,159892,159892,0.276027919
1904,1903,159859,159859,0.395300011
1905,1904,159893,159893,0.502187937
1906,1905,159908,159908,0.596452813
1907,1906,159882,159882,0.233550297
1908,1907,159907,159907,0.274696416
1909,1908,159907,159907,0.271180089
1910,1909,159868,159868,0.258454474
1911,1910,159881,159881,0.571617807
1912,1911,159892,159892,0.662733258
1913,1912,159882,159882,0.647577521
1914,1913,159906,159906,0.331237643
1915,1914,159906,159906,0.048443016
1916,1915,159881,159881,0.408383592
1917,1916,159889,159889,0.190397331
1918,1917,159882,159882,0.18902365
1919,1918,159867,159867,0.19119586
1920,1919,159906,159906,0.106909652
1921,1920,159905,159905,0.116340266
1922,1921,159887,159887,0.197149398
1923,1922,159899,159899,0.207683679
1924,1923,159885,159885,0.221461102
1925,1924,159869,159869,0.051963615
1926,1925,159880,159880,0
1927,1926,159904,159904,0.163081276
1928,1927,159901,159901,0.340110023
1929,1928,159882,159882,0.255434435
1930,1929,159904,159904,0.029279229
1931,1930,159881,159881,0
1932,1931,79742,79742,0
1933,1932,152802,152802,0
1934,1933,159887,159887,0.503422221
1935,1934,159911,159911,2.245741272
1936,1935,159908,159908,0.219360458
1937,1936,159871,159871,0.213901727
1938,1937,159884,159884,0.204587364
1939,1938,159892,159892,0.186707204
1940,1939,159885,159885,0.203973115
1941,1940,159910,159910,0.180987691
1942,1941,159909,159909,0.182393698
1943,1942,159884,159884,0.250439748
1944,1943,159899,159899,0.191597959
1945,1944,159884,159884,0.129254331
1946,1945,159863,159863,0.025149604
1947,1946,159908,159908,0.01390672
1948,1947,159908,159908,0.23640986
1949,1948,159884,159884,0.281639246
1950,1949,159906,159906,0.346229628
1951,1950,159898,159898,0.307321554
1952,1951,159864,159864,0.212203282
1953,1952,159880,159880,0.219979172
1954,1953,159908,159908,0.201462099
1955,1954,159894,159894,0.232657318
1956,1955,159894,159894,0.250733775
1957,1956,159907,159907,0.182851953
1958,1957,159890,159890,1.395293234
1959,1958,159863,159863,0.125813554
1960,1959,159887,159887,0.532346246
1961,1960,159906,159906,0.124744833
1962,1961,159882,159882,0.150692072
1963,1962,159905,159905,0.153430566
1964,1963,159906,159906,0.135434367
1965,1964,159870,159870,0.067725552
1966,1965,159881,159881,0.017526925
1967,1966,159886,159886,0.297697317
1968,1967,159880,159880,0.145553817
1969,1968,159905,159905,0.203732272
1970,1969,159906,159906,0.166637225
1971,1970,159879,159879,0
1972,1971,159890,159890,0
1973,1972,159880,159880,0
1974,1973,159863,159863,5.58E-05
1975,1974,159904,159904,0
1976,1975,159904,159904,0
1977,1976,159884,159884,0
1978,1977,78827,78827,0
1979,1978,153724,153724,0
1980,1979,159879,159879,0.237381882
1981,1980,159908,159908,0.637054204
1982,1981,159903,159903,0.215653966
1983,1982,159896,159896,0.201101759
1984,1983,159908,159908,0.423233926
1985,1984,159898,159898,0.197942112
1986,1985,159865,159865,0.266200322
1987,1986,159884,159884,0.238588716
1988,1987,159906,159906,0.252650568
1989,1988,159885,159885,0.266745089
1990,1989,159908,159908,0.252381388
1991,1990,159910,159910,0.041179839
1992,1991,159880,159880,0
1993,1992,159883,159883,0
1994,1993,159883,159883,0.174935514
1995,1994,159880,159880,0.25341172
1996,1995,159907,159907,0.226935009
1997,1996,159908,159908,0.231310521
1998,1997,159884,159884,0.204415944
1999,1998,159904,159904,0.204929231
2000,1999,159881,159881,0.189037381
2001,2000,159858,159858,0.226083124
2002,2001,159903,159903,0.250981401
2003,2002,159907,159907,0.852636094
2004,2003,159881,159881,0.989055368
2005,2004,159908,159908,0.097081083
2006,2005,159900,159900,0.259212456
2007,2006,159856,159856,0.154642486
2008,2007,159881,159881,0.160084055
2009,2008,159905,159905,0.12042787
2010,2009,159886,159886,0.120636948
2011,2010,159900,159900,0.095407918
2012,2011,159905,159905,0.082800268
2013,2012,159885,159885,0.003403935
2014,2013,159867,159867,0.062350867
2015,2014,159882,159882,0.313139028
2016,2015,159899,159899,0.141142408
2017,2016,159885,159885,0.00247423
2018,2017,159904,159904,0.000836629
2019,2018,159904,159904,0
2020,2019,159870,159870,0.000418404
2021,2020,159879,159879,0
2022,2021,159884,159884,0
2023,2022,159878,159878,0
2024,2023,77922,77922,0
2025,2024,154660,154660,0
2026,2025,159907,159907,0
2027,2026,159887,159887,0.02820248
2028,2027,159860,159860,0.576348407
2029,2028,159903,159903,0.273789245
2030,2029,159911,159911,0.222533022
2031,2030,159886,159886,0.229010424
2032,2031,159908,159908,0.233590349
2033,2032,159908,159908,0.250763527
2034,2033,159860,159860,0.323841786
2035,2034,159884,159884,0.200112219
2036,2035,159900,159900,0.10833843
2037,2036,159887,159887,0
2038,2037,159905,159905,0
2039,2038,159908,159908,0
2040,2039,159891,159891,0
2041,2040,159879,159879,0
2042,2041,159883,159883,0.001793371
2043,2042,159886,159886,0
2044,2043,159895,159895,0
2045,2044,159906,159906,0
2046,2045,159900,159900,0
2047,2046,159890,159890,0.112165163
2048,2047,159885,159885,0.000549684
2049,2048,159880,159880,0.078488297
2050,2049,159875,159875,0.591012329
2051,2050,159904,159904,0
2052,2051,159908,159908,0
2053,2052,159880,159880,0.152598368
2054,2053,159906,159906,0
2055,2054,159882,159882,0.002045531
2056,2055,159855,159855,0.127325609
2057,2056,159899,159899,0.044829628
2058,2057,159904,159904,0
2059,2058,159880,159880,0
2060,2059,159906,159906,0.029019748
2061,2060,159903,159903,6.29E-05
2062,2061,159854,159854,0.146029934
2063,2062,159880,159880,0.091449572
2064,2063,159901,159901,0.243252423
2065,2064,159880,159880,0.309509341
2066,2065,159903,159903,0.056400181
2067,2066,159904,159904,0
2068,2067,159883,159883,0
2069,2068,159868,159868,0
2070,2069,76987,76987,0
2071,2070,155589,155589,0
2072,2071,159909,159909,0
2073,2072,159909,159909,0
2074,2073,159887,159887,0.56361162
2075,2074,159890,159890,0.31892897
2076,2075,159886,159886,0.255985587
2077,2076,159872,159872,0.217911114
2078,2077,159908,159908,0.107905957
2079,2078,159908,159908,0.24993288
2080,2079,159884,159884,0.236334925
2081,2080,159908,159908,0.200919281
2082,2081,159892,159892,0.008152461
2083,2082,159859,159859,0
2084,2083,159893,159893,0
2085,2084,159908,159908,0
2086,2085,159884,159884,0
2087,2086,159908,159908,0
2088,2087,159908,159908,0
2089,2088,159867,159867,0
2090,2089,159881,159881,0
2091,2090,159891,159891,0
2092,2091,159884,159884,0
2093,2092,159905,159905,0.186451349
2094,2093,159906,159906,0
2095,2094,159882,159882,0
2096,2095,159889,159889,0
2097,2096,159883,159883,0
2098,2097,159869,159869,0
2099,2098,159903,159903,0
2100,2099,159904,159904,0
2101,2100,159892,159892,0
2102,2101,159895,159895,0
2103,2102,159887,159887,0
2104,2103,159873,159873,0
2105,2104,159875,159875,0
2106,2105,159905,159905,0.022857684
2107,2106,159903,159903,0.029576694
2108,2107,159881,159881,0.040152276
2109,2108,159904,159904,0.118175422
2110,2109,159883,159883,0.079824594
2111,2110,159853,159853,0.279770077
2112,2111,159896,159896,0.052061986
2113,2112,159904,159904,0
2114,2113,159878,159878,0
2115,2114,159904,159904,0
2116,2115,76046,76046,0
2117,2116,156524,156524,0
2118,2117,159894,159894,0
2119,2118,159884,159884,0.038457941
2120,2119,159910,159910,0.312690535
2121,2120,159910,159910,0
2122,2121,159886,159886,0.017817229
2123,2122,159895,159895,0.048555209
2124,2123,159886,159886,0
2125,2124,159869,159869,0.024849652
2126,2125,159903,159903,0.080377855
2127,2126,159908,159908,0.009498556
2128,2127,159895,159895,0
2129,2128,159896,159896,0
2130,2129,159899,159899,0
2131,2130,159874,159874,0
2132,2131,159871,159871,0
2133,2132,159908,159908,0
2134,2133,159903,159903,0
2135,2134,159888,159888,0
2136,2135,159906,159906,0
2137,2136,159897,159897,0
2138,2137,159858,159858,0.000285693
2139,2138,159884,159884,0
2140,2139,159907,159907,0
2141,2140,159880,159880,0
2142,2141,159908,159908,0
2143,2142,159904,159904,0
2144,2143,159872,159872,0
2145,2144,159880,159880,0
2146,2145,159885,159885,0
2147,2146,159880,159880,0
2148,2147,159905,159905,0
2149,2148,159904,159904,0
2150,2149,159881,159881,0
2151,2150,159892,159892,0
2152,2151,159879,159879,0.033314297
2153,2152,159862,159862,0.016299752
2154,2153,159905,159905,0.003008241
2155,2154,159904,159904,0.016571166
2156,2155,159885,159885,0.02836942
2157,2156,159898,159898,0.095616571
2158,2157,159887,159887,0.033937054
2159,2158,159865,159865,0
2160,2159,159878,159878,0
2161,2160,159904,159904,0
2162,2161,75136,75136,0
2163,2162,157477,157477,0
2164,2163,159902,159902,0
2165,2164,159863,159863,0.007117017
2166,2165,159885,159885,0.039001744
2167,2166,159907,159907,0
2168,2167,159885,159885,0
2169,2168,159908,159908,0
2170,2169,159909,159909,0
2171,2170,159883,159883,0
2172,2171,159884,159884,0
2173,2172,159884,159884,0
2174,2173,159879,159879,0
2175,2174,159908,159908,0
2176,2175,159906,159906,0
2177,2176,159884,159884,0
2178,2177,159906,159906,0
2179,2178,159884,159884,0
2180,2179,159859,159859,0
2181,2180,159901,159901,0
2182,2181,159908,159908,0
2183,2182,159884,159884,0
2184,2183,159904,159904,0
2185,2184,159904,159904,0.078481209
2186,2185,159862,159862,0
2187,2186,159877,159877,0
2188,2187,159900,159900,0
2189,2188,159893,159893,0
2190,2189,159894,159894,0
2191,2190,159906,159906,0
2192,2191,159893,159893,0
2193,2192,159863,159863,0
2194,2193,159880,159880,0
2195,2194,159903,159903,0
2196,2195,159881,159881,0
2197,2196,159905,159905,0
2198,2197,159904,159904,0.030571229
2199,2198,159871,159871,0
2200,2199,159880,159880,0.003223863
2201,2200,159882,159882,0
2202,2201,159878,159878,0.015616439
2203,2202,159904,159904,0
2204,2203,159904,159904,0
2205,2204,159879,159879,0
2206,2205,159890,159890,0
2207,2206,159879,159879,0
2208,2207,74208,74208,0
2209,2208,158390,158390,0
2210,2209,159893,159893,0
2211,2210,159902,159902,0
2212,2211,159908,159908,0
2213,2212,159873,159873,0
2214,2213,159875,159875,0
2215,2214,159899,159899,0
2216,2215,159898,159898,0
2217,2216,159895,159895,0
2218,2217,159908,159908,0
2219,2218,159901,159901,0
2220,2219,159871,159871,0
2221,2220,159884,159884,0
2222,2221,159891,159891,0
2223,2222,159884,159884,0
2224,2223,159906,159906,0
2225,2224,159906,159906,0
2226,2225,159881,159881,0
2227,2226,159884,159884,0
2228,2227,159883,159883,0
2229,2228,159871,159871,0
2230,2229,159907,159907,0
2231,2230,159908,159908,0.022662576
2232,2231,159879,159879,0
2233,2232,159905,159905,0
2234,2233,159886,159886,0
2235,2234,159855,159855,0
2236,2235,159896,159896,0
2237,2236,159905,159905,0
2238,2237,159880,159880,0
2239,2238,159906,159906,0
2240,2239,159904,159904,0
2241,2240,159854,159854,0
2242,2241,159880,159880,0
2243,2242,159898,159898,0
2244,2243,159883,159883,0.029755003
2245,2244,159901,159901,0
2246,2245,159904,159904,0
2247,2246,159885,159885,0.004552304
2248,2247,159868,159868,0.015330698
2249,2248,159879,159879,0
2250,2249,159895,159895,0
2251,2250,159885,159885,0
2252,2251,159904,159904,0
2253,2252,159901,159901,0
2254,2253,73252,73252,0
2255,2254,159317,159317,0
2256,2255,159870,159870,0
2257,2256,159909,159909,0
2258,2257,159910,159910,0
2259,2258,159884,159884,0
2260,2259,159909,159909,0
2261,2260,159894,159894,0
2262,2261,159859,159859,0
2263,2262,159891,159891,0
2264,2263,159908,159908,0
2265,2264,159884,159884,0
2266,2265,159908,159908,0
2267,2266,159907,159907,0
2268,2267,159869,159869,0
2269,2268,159881,159881,0
2270,2269,159890,159890,0
2271,2270,159885,159885,0
2272,2271,159906,159906,0
2273,2272,159907,159907,0
2274,2273,159888,159888,0
2275,2274,159884,159884,0
2276,2275,159882,159882,0
2277,2276,159873,159873,0
2278,2277,159897,159897,0
2279,2278,159906,159906,0
2280,2279,159897,159897,0
2281,2280,159889,159889,0
2282,2281,159891,159891,0
2283,2282,159877,159877,0
2284,2283,159868,159868,0
2285,2284,159904,159904,0
2286,2285,159905,159905,0
2287,2286,159880,159880,0
2288,2287,159906,159906,0
2289,2288,159885,159885,0
2290,2289,159854,159854,0.016348023
2291,2290,159893,159893,0.00891352
2292,2291,159904,159904,0
2293,2292,159879,159879,0.012710242
2294,2293,159904,159904,0
2295,2294,159904,159904,0
2296,2295,159853,159853,0
2297,2296,159879,159879,0
2298,2297,159897,159897,0
2299,2298,159879,159879,0
2300,2299,72351,72351,0
2301,2300,19286,19286,0
2302,2301,20231,20231,0
2303,2302,21144,21144,0
2304,2303,22058,22058,0
2305,2304,23030,23030,0
2306,2305,23960,23960,0
2307,2306,24874,24874,0
2308,2307,25821,25821,0
2309,2308,26748,26748,0
2310,2309,27644,27644,0
2311,2310,28587,28587,0
2312,2311,29529,29529,0
2313,2312,30459,30459,0
2314,2313,31400,31400,0
2315,2314,32340,32340,0
2316,2315,33246,33246,0
2317,2316,34163,34163,0
2318,2317,35107,35107,0
2319,2318,36020,36020,0
2320,2319,36962,36962,0
2321,2320,37922,37922,0
2322,2321,38834,38834,0
2323,2322,39752,39752,0
2324,2323,40688,40688,0
2325,2324,41599,41599,0
2326,2325,42520,42520,0
2327,2326,43479,43479,0
2328,2327,44409,44409,0
2329,2328,45328,45328,0
2330,2329,46281,46281,0
2331,2330,47177,47177,0
2332,2331,48089,48089,0
2333,2332,49052,49052,0
2334,2333,49966,49966,0
2335,2334,50885,50885,0
2336,2335,51858,51858,0
2337,2336,52764,52764,0
2338,2337,53663,53663,0
2339,2338,54614,54614,0
2340,2339,55539,55539,0
2341,2340,56451,56451,0
2342,2341,57395,57395,0
2343,2342,58347,58347,0
2344,2343,59241,59241,0
2345,2344,60172,60172,0
2346,2345,27288,27288,0
